id,question,context,answer,strategy
184,What is the study of beetles called?,"The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles. Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members.",coleopterology,384d_top1_persona
186,"Is it possible that there are more than 350,000 species of beetles?","There are about 350,000 species of beetles. Such a large number of species poses special problems for classification, with some families consisting of thousands of species and needing further division into subfamilies and tribes.",yes,384d_top1_persona
188,Is the Adephaga suborder larger than the Polyphaga suborder?,"These suborders diverged in the Permian and Triassic. Their phylogenetic relationship is uncertain, with the most popular hypothesis being that Polyphaga and Myxophaga are most closely related, with Adephaga as the sister group to those two, and Archostemata as sister to the other three collectively.","phylogenetic relationship is uncertain, with the most popular hypothesis being that that Polyphaga and Myxophaga are most closely related, with Adephaga as the sister group to those two, and Archostemata as sister to the other three collectively.",384d_top1_persona
190,Do carrion beetles eat dung?,"Decaying organic matter is a primary diet for many species. This can range from dung, which is consumed by coprophagous species such as certain scarab beetles (family Scarabaeidae), to dead animals, which are eaten by necrophagous species such as the carrion beetles (family Silphidae). Some of the beetles found within dung and carrion are in fact predatory, such as the clown beetles, preying on the larvae of coprophagous and necrophagous insects.",yes,384d_top1_persona
192,What are prey of various animals including birds and mammals?,"A worldwide group like the ducks has many predators. Ducklings are particularly vulnerable, since their inability to fly makes them easy prey not only for avian hunters but also large fish like pike, crocodilians,  and other aquatic hunters, including fish-eating birds such as herons. Nests may also be raided by land-based predators, and brooding females may sometimes be caught unaware on the nest by mammals (e.g. foxes) and large birds, including hawks and eagles.","Ducklings are particularly vulnerable, since their inability to fly makes them easy prey not only for avian hunters but also large fish like pike, crocodilians, and other aquatic hunters, including fish-eating birds such as herons. Nests may also be raided by land-based predators, and brooding females may sometimes be caught unaware on the nest by mammals (e.g. foxes) and large birds, including hawks and eagles.",384d_top1_persona
193,What was given by Aristotle for the hardened shield like forewings?,"The name ""Coleoptera"" was given by Aristotle for the hardened shield like forewings (coleo = shield + ptera = wing). ","The name ""Coleoptera""",384d_top1_persona
194,Who or what vary greatly in form within the coleoptera?,"Many agricultural, forestry, and household insect pests are beetles. These include the following:",beetles,384d_top1_persona
195,Are many beetles territorial?,"Many agricultural, forestry, and household insect pests are beetles. These include the following:",Yes,384d_top1_persona
196,Are beetles endopterygotes with complete metamorphosis?,Beetles are endopterygotes with complete metamorphosis.,yes,384d_top1_persona
197,Oxygen is what?,"Oxygen is obtained via a tracheal system. Air enters a series of tubes along the body through openings called spiracles, and is then taken into increasingly finer fibres. Pumping movements of the body force the air through the system.",historian and researcher,384d_top1_persona
198,Is there a thriving industry in the collection of beetle specimens for amateur and professional collectors ?,"Beetle collection at the Melbourne Museum, Australia","Beetle collection at the Melbourne Museum, Australia",384d_top1_persona
199,Have coleopterists formed organisations to facilitate the study of beetles ?,"The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles. Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members.",Coleopterists have formed organisations to facilitate the study of beetles,384d_top1_persona
200,"Is the study of beetles called coleopterology , and its practitioners are coleopterists ?","The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles. Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members.",yes,384d_top1_persona
201,May a single female lay from several dozen to several thousand eggs during her lifetime ?,"A single female may lay from several dozen to several thousand eggs during her lifetime. Eggs are usually laid according to the substrate the larva will feed on upon hatching. Among others, they can be laid loose in the substrate (e.g. flour beetle), laid in clumps on leaves (e.g. Colorado potato beetle), or individually attached (e.g. mungbean beetle and other seed borers) or buried in the medium (e.g. carrot weevil).",A single female may lay from several dozen to several thousand eggs during her lifetime,384d_top1_persona
