id,question,context,answer,ground_truth,context_relevance,answer_relevance,answer_faithfulness,context_precision,context_recall,context_f1
168,How can beetle larvae be differentiated from other insect larvae?,"Beetle larvae can be differentiated from other insect larvae by their hardened, often darkened head, the presence of chewing mouthparts, and spiracles along the sides of the body. Like adult beetles, the larvae are varied in appearance, particularly between beetle families. Beetles whose larvae are somewhat flattened and are highly mobile are the ground beetles, some rove beetles, and others; their larvae are described as campodeiform. Some beetle larvae resemble hardened worms with dark head capsules and minute legs. These are elateriform larvae, and are found in the click beetle (Elateridae) and darkling beetle (Tenebrionidae) families. Some elateriform larvae of click beetles are known as wireworms. Beetles in the families of the Scarabaeoidea have short, thick larvae described as scarabaeiform, but more commonly known as grubs.","hardened, often darkened head, the presence of chewing mouthparts, and spiracles along the sides of the body","hardened, often darkened head, the presence of chewing mouthparts, and spiracles along the sides of the body",0.6477240920066833,0.18235594034194946,0.42687469720840454,0.14285714285714285,0.0,0.0
170,What do beetles eat?,"Beetles can be found in almost all habitats, but are not known to occur in the sea or in the polar regions. They interact with their ecosystems in several ways. They often feed on plants and fungi, break down animal and plant debris, and eat other invertebrates. Some species are prey of various animals including birds and mammals. Certain species are agricultural pests, such as the Colorado potato beetle Leptinotarsa decemlineata, the boll weevil Anthonomus grandis, the red flour beetle Tribolium castaneum, and the mungbean or cowpea beetle Callosobruchus maculatus, while other species of beetles are important controls of agricultural pests. For example, coccinellidae (""ladybirds"" or ""ladybugs"") consume aphids, scale insects, thrips, and other plant-sucking insects that damage crops.",plants and fungi,plants and fungi,0.7598490715026855,0.3307327628135681,0.37418657541275024,0.16666666666666666,0.0,0.0
172,What are the similarities between beetles and grasshoppers?,"Many agricultural, forestry, and household insect pests are beetles. These include the following:","many agricultural, forestry, and household insect pests are beetles","many agricultural, forestry, and household insect pests are beetles",0.6891113519668579,0.7026548385620117,0.9707549810409546,0.5,1.0,0.6666666666666666
174,Are certain species of beetles considered pests?,"Many agricultural, forestry, and household insect pests are beetles. These include the following:","many agricultural, forestry, and household insect pests are beetles","many agricultural, forestry, and household insect pests are beetles",0.8151419162750244,0.8183085918426514,0.9707549810409546,0.5,1.0,0.6666666666666666
176,Is a beetle's general anatomy uniform?,"The general anatomy of beetles is quite uniform, although specific organs and appendages may vary greatly in appearance and function between the many families in the order. Like all insects, beetles' bodies are divided into three sections: the head, the thorax, and the abdomen. When viewed from below, the thorax is that part from which all three pairs of legs and both pairs of wings arise. The abdomen is everything posterior to the thorax. When viewed from above, most beetles appear to have three clear sections, but this is deceptive: on the beetle's upper surface, the middle ""section"" is a hard plate called the pronotum, which is only the front part of the thorax; the back part of the thorax is concealed by the beetle's wings. Like all arthropods, beetles are segmented organisms, and all three of the major sections of the body are themselves composed of several further segments, although these are not always readily discernible. This further segmentation is usually best seen on the abdomen.",quite uniform,quite uniform,0.6772172451019287,0.4182935357093811,0.06546458601951599,0.0,0.0,0.0
178,Are beetles endopterygotes?,Beetles are endopterygotes with complete metamorphosis.,yes,yes,0.8832167387008667,0.19385923445224762,0.12266726046800613,0.0,0.0,0.0
180,How many species of beetles are there?,"Beetles are a group of insects which have the largest number of species. They are placed in the order Coleoptera,which means ""sheathed wing"" and contains more described species than in any other order in the animal kingdom, constituting about twenty-five percent of all known life-forms. James K. Liebherr and Joseph V. McHugh in Resh, V. H. & R. T. Card̩ (Editors) 2003. Encyclopedia of Insects. Academic Press.  Forty percent of all described insect species are beetles (about 350,000 species ), and new species are frequently discovered. Estimates put the total number of species, described and undescribed, at between 5 and 8 million.",between 5 and 8 million,between 5 and 8 million,0.791617751121521,0.32306671142578125,0.19540902972221375,0.0,0.0,0.0
182,When are sperm cells transferred to the female?,Pairing is generally short but in some cases will last for several hours. During pairing sperm cells are transferred to the female to fertilise the egg.,During pairing,During pairing,0.5689853429794312,0.23775120079517365,0.5556740760803223,0.5,0.0,0.0
184,What is the study of beetles called?,"The study of beetles is called coleopterology, and its practitioners are coleopterists. Coleopterists have formed organisations to facilitate the study of beetles. Among these is The Coleopterists Society, an international organisation based in the United States. Such organisations may have both professionals and amateurs interested in beetles as members.",coleopterology,coleopterology,0.7542099952697754,0.33224791288375854,0.5642613768577576,0.25,0.0,0.0
186,"Is it possible that there are more than 350,000 species of beetles?","There are about 350,000 species of beetles. Such a large number of species poses special problems for classification, with some families consisting of thousands of species and needing further division into subfamilies and tribes.",yes,yes,0.8313934206962585,0.14401641488075256,0.02087891660630703,0.0,0.0,0.0
188,Is the Adephaga suborder larger than the Polyphaga suborder?,"These suborders diverged in the Permian and Triassic. Their phylogenetic relationship is uncertain, with the most popular hypothesis being that Polyphaga and Myxophaga are most closely related, with Adephaga as the sister group to those two, and Archostemata as sister to the other three collectively.",yes,yes,0.6379977464675903,0.11293867230415344,0.03639226034283638,0.0,0.0,0.0
190,Do carrion beetles eat dung?,"Many agricultural, forestry, and household insect pests are beetles. These include the following:",Carrion beetles are carrion beetles.,Carrion beetles are carrion beetles.,0.572860598564148,0.7210118770599365,0.6089509129524231,0.5,1.0,0.6666666666666666
192,What are prey of various animals including birds and mammals?,"A worldwide group like the ducks has many predators. Ducklings are particularly vulnerable, since their inability to fly makes them easy prey not only for avian hunters but also large fish like pike, crocodilians,  and other aquatic hunters, including fish-eating birds such as herons. Nests may also be raided by land-based predators, and brooding females may sometimes be caught unaware on the nest by mammals (e.g. foxes) and large birds, including hawks and eagles.",ducklings,ducklings,0.5986983180046082,0.39588138461112976,0.6443760395050049,0.6,0.0,0.0
193,What was given by Aristotle for the hardened shield like forewings?,"The name ""Coleoptera"" was given by Aristotle for the hardened shield like forewings (coleo = shield + ptera = wing). ","The name ""Coleoptera""","The name ""Coleoptera""",0.6971387267112732,0.21739116311073303,0.7486153841018677,1.0,1.0,1.0
194,Who or what vary greatly in form within the coleoptera?,"Beetles are a group of insects which have the largest number of species. They are placed in the order Coleoptera,which means ""sheathed wing"" and contains more described species than in any other order in the animal kingdom, constituting about twenty-five percent of all known life-forms. James K. Liebherr and Joseph V. McHugh in Resh, V. H. & R. T. Card̩ (Editors) 2003. Encyclopedia of Insects. Academic Press.  Forty percent of all described insect species are beetles (about 350,000 species ), and new species are frequently discovered. Estimates put the total number of species, described and undescribed, at between 5 and 8 million.",Beetles,Beetles,0.5953011512756348,0.5833632946014404,0.5909014940261841,0.23076923076923078,0.0,0.0
