id,question,context,answer,strategy
569,What did Ford say about his biological father?,"Ford was not aware of his biological parentage until he was 17, when his parents told him about the circumstances of his birth. That same year his biological father, whom he described as a ""carefree, well-to-do man"", approached Ford while he was waiting tables in a Grand Rapids restaurant. The two ""maintained a sporadic contact"" until Leslie King, Sr.'s death, Associated Press. Nebraska - Born, Ford Left State As Infant. The New York Times (December 27, 2006).  Retrieved on December 31, 2006.     but Ford maintained his distance emotionally, saying, ""My stepfather was a magnificent person and my mother equally wonderful. So I couldn't have written a better prescription for a superb family upbringing.""","carefree, well-to-do man",768d_top1_persona
571,Who did Ford nominate for Vice President?,"Ford was nominated to take Agnew's position on October 12, the first time the vice-presidential vacancy provision of the 25th Amendment had been implemented. The United States Senate voted 92 to 3 to confirm Ford on November 27, and on December 6, the House confirmed him 387 to 35.",Agnew,768d_top1_persona
573,Was Ford active about Vietnamese affairs?,"Ford continued the d̩tente policy with both the Soviet Union and China, easing the tensions of the Cold War.","Ford continued the dtente policy with both the Soviet Union and China, easing the tensions of the Cold War.",768d_top1_persona
574,hard,with.,I am a historian and researcher.,768d_top1_persona
576,Had Ford's wife married before?,"On October 15, 1948, at Grace Episcopal Church in Grand Rapids, Ford married Elizabeth Bloomer Warren, a department store fashion consultant. Warren had been a John Robert Powers fashion model and a dancer in the auxiliary troupe of the Martha Graham Dance Company. She had previously been married to and divorced from William G. Warren.",She had previously been married to and divorced from William G. Warren.,768d_top1_persona
578,Is Ford related with the assassination of John F. Kennedy?,"In November 1963, President Lyndon B. Johnson appointed Ford to the Warren Commission, a special task force set up to investigate the assassination of President John F. Kennedy. Ford was assigned to prepare a biography of Lee Harvey Oswald, the accused assassin. In 1997 the Assassination Records Review Board (ARRB) released a document that revealed that Ford had altered the first draft of the report to read: ""A bullet had entered the base of the back of [Kennedy's] neck slightly to the right of the spine."" Some believed that Ford had elevated the location of the wound from its true location in the back to the neck to support the single bullet theory. ( ) The original first draft of the Warren Commission Report stated that a bullet had entered Kennedy's ""back at a point slightly above the shoulder and to the right of the spine.""  Ford replied in an introduction to a new edition of the Warren Commission Report in 2004:",Yes,768d_top1_persona
579,Was Gerald Ford the 38th President of the United States?,Gerald R. Ford,Gerald Ford was the 38th President of the United States.,768d_top1_persona
581,Did Gerald Ford serve as the Republican Minority Leader of the House of Representatives?,"Prior to 1973, Ford served for over eight years as the Republican Minority Leader of the United States House of Representatives; he was originally elected to Congress in 1948 from Michigan's 5th congressional district.",Yes,768d_top1_persona
583,Was Ford an Eagle Scout?,"Ford joined the Boy Scouts of America, and attained that program's highest rank, Eagle Scout. He always regarded this as one of his proudest accomplishments, even after attaining the White House.     In subsequent years, Ford received the Distinguished Eagle Scout Award in May 1970 and Silver Buffalo Award from the Boy Scouts of America. He is the only US president who was an Eagle Scout.    Scouting was so important to Ford that his family asked that Scouts participate in his funeral. About 400 Eagle Scouts were part of the funeral procession, where they formed an honor guard as the casket went by in front of the museum, and served as ushers.","Attained that program's highest rank, Eagle Scout. He always regarded this as one of his proudest accomplishments, even after attaining the White House. In subsequent years, Ford received the Distinguished Eagle Scout Award in May 1970 and Silver Buffalo Award from the Boy Scouts of America. He is the only US president who was an Eagle Scout.",768d_top1_persona
585,What district was Ford elected from?,"Prior to 1973, Ford served for over eight years as the Republican Minority Leader of the United States House of Representatives; he was originally elected to Congress in 1948 from Michigan's 5th congressional district.",Michigan's 5th congressional district,768d_top1_persona
587,How many Eagle Scouts were involved in Ford's funeral procession?,"Ford joined the Boy Scouts of America, and attained that program's highest rank, Eagle Scout. He always regarded this as one of his proudest accomplishments, even after attaining the White House.     In subsequent years, Ford received the Distinguished Eagle Scout Award in May 1970 and Silver Buffalo Award from the Boy Scouts of America. He is the only US president who was an Eagle Scout.    Scouting was so important to Ford that his family asked that Scouts participate in his funeral. About 400 Eagle Scouts were part of the funeral procession, where they formed an honor guard as the casket went by in front of the museum, and served as ushers.",400,768d_top1_persona
