id,question,context,answer,strategy
142,Is it true that he published a collection in 1738?,"He was a long-time correspondent of the Royal Society and was made a fellow (FRS). He received the Society's 1794 Copley Medal. He published his invention of the Voltaic pile battery in 1800 in the Philosophical Transactions of the Royal Society. He was in correspondence with scientists in Austria, which ruled Lombardy in his day, and in France. His 1800 paper was written in French.","He published his invention of the Voltaic pile battery in 1800 in the Philosophical Transactions of the Royal Society. He was in correspondence with scientists in Austria, which ruled Lombardy in his day, and in France. His 1800 paper was written in French. He published a collection in 1738. The answer: yes.",768d_top1_cot
143,Is it true that thermometer had 100 for the freezing point?,"Celsius founded the Uppsala Astronomical Observatory in 1741, and in 1742 he proposed the Celsius temperature scale in a paper to the Royal Swedish Academy of Sciences. His thermometer had 100 for the freezing point of water and 0 for the boiling point. The scale was reversed by Carolus Linnaeus in 1745, to how it is today  Linnaeus' thermometer .",His thermometer had 100 for the freezing point of water and 0 for the boiling point. The answer: yes.,768d_top1_cot
144,Was Celsius born in Uppsala in Sweden?,"Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France.","He was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France. The answer: yes.",768d_top1_cot
145,"Was Anders Celsius (November 27, 1701 April 25, 1744) a Swedish astronomer?","Anders Celsius (November 27, 1701   April 25, 1744) was a Swedish astronomer.","The relevant sentence in the passage is: Anders Celsius (November 27, 1701 April 25, 1744) was a Swedish astronomer. The answer: yes.",768d_top1_cot
146,Is The Celsius crater on the Moon named after him?,The Celsius crater on the Moon is named after him.,You are a helpful assistant. The Celsius crater on the Moon is named after him. The answer: yes.,768d_top1_cot
147,Who was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds ?,"Anders Celsius was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds. In his Swedish paper ""Observations of two persistent degrees on a thermometer"" he reports on experiments to check that the freezing point is independent of latitude (and of atmospheric pressure). He determined the dependence of the boiling of water with atmospheric pressure (in excellent agreement with modern data). He further gave a rule for the determination of the boiling point if the barometric pressure deviates from a certain standard pressure  History of the Celsius temperature scale .",Anders Celsius was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds. The answer: Anders Celsius.,768d_top1_cot
148,The Celsius crater on the Moon is what?,The Celsius crater on the Moon is named after him.,You are a helpful assistant. The Celsius crater on the Moon is named after him. The answer: named after him.,768d_top1_cot
149,Is the Celsius crater on the Moon named after him ?,The Celsius crater on the Moon is named after him.,The Celsius crater on the Moon is named after him. The answer: yes.,768d_top1_cot
150,Had his thermometer 100 for the freezing point of water and 0 for the boiling point ?,"Anders Celsius was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds. In his Swedish paper ""Observations of two persistent degrees on a thermometer"" he reports on experiments to check that the freezing point is independent of latitude (and of atmospheric pressure). He determined the dependence of the boiling of water with atmospheric pressure (in excellent agreement with modern data). He further gave a rule for the determination of the boiling point if the barometric pressure deviates from a certain standard pressure  History of the Celsius temperature scale .",He determined the dependence of the boiling of water with atmospheric pressure (in excellent agreement with modern data). He further gave a rule for the determination of the boiling point if the barometric pressure deviates from a certain standard pressure History of the Celsius temperature scale . The answer: 0 .,768d_top1_cot
151,Was Celsius born in Uppsala in Sweden ?,"Celsius was born in Uppsala in Sweden. He was professor of astronomy at Uppsala University from 1730 to 1744, but traveled from 1732 to 1735 visiting notable observatories in Germany, Italy and France.",The relevant sentence in the passage is: Celsius was born in Uppsala in Sweden. The answer: yes.,768d_top1_cot
153,Did he not determine the dependence of the boiling of water with atmospheric pressure -LRB- in excellent agreement with modern data -RRB- ?,"Anders Celsius was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds. In his Swedish paper ""Observations of two persistent degrees on a thermometer"" he reports on experiments to check that the freezing point is independent of latitude (and of atmospheric pressure). He determined the dependence of the boiling of water with atmospheric pressure (in excellent agreement with modern data). He further gave a rule for the determination of the boiling point if the barometric pressure deviates from a certain standard pressure  History of the Celsius temperature scale .",He further gave a rule for the determination of the boiling point if the barometric pressure deviates from a certain standard pressure History of the Celsius temperature scale . So the answer is no.,768d_top1_cot
154,What happened from 1730 to 1744?,"*Hills, Rev. Dr. Richard L., James Watt, Vol 1, His time in Scotland, 1736-1774 (2002); Vol 2, The years of toil, 1775-1785; Vol 3 Triumph through adversity 1785-1819.  Landmark Publishing Ltd, ISBN 1-84306-045-0.","Rev. Dr. Richard L., James Watt, Vol 1, His time in Scotland, 1736-1774 (2002); Vol 2, The years of toil, 1775-1785; Vol 3 Triumph through adversity, 1785-1819. Landmark Publishing Ltd, ISBN 1-84306-045-0. So, the answer is His time in Scotland.",768d_top1_cot
